Task	prune_pct	mean_latency	age_r2	gender_f1	ethnicity_f1
MTL	0.0	0.04904971264376499	0.7568880322505065	0.8999978279975593	0.5805289154025746
MTL	0.1	0.04099023696219567	0.0802703907643143	0.878167170043332	0.5721566662808658
