ALL	0.0	0.21698158502578735	0.027787078042428987	0.8233649247113017	0.922011643200726	0.689237183108164
ALL	0.1	0.14315245151519776	0.012801803607631007	0.8308858241447277	0.9214210098590645	0.7440854789283069
ALL	0.2	0.1107710838317871	0.008980988635519072	0.8303037154327803	0.9265946635986051	0.6715203239244193
ALL	0.3	0.06783966302871705	0.002934936377605737	0.8234131068561424	0.930287765890383	0.7292627653656212
ALL	0.4	0.052322962284088136	0.007536151473691855	0.8260309724101114	0.9152063915424913	0.670978652056091
ALL	0.5	0.034757759571075436	0.0033530451925467995	0.7942086831630019	0.9099452179237237	0.663390011073435
ALL	0.6	0.026894781589508057	0.0020511090792498282	0.7780804046854428	0.9074132433039775	0.6409989661533789
ALL	0.7	0.01957059621810913	0.0011211565799066534	0.7644883420952391	0.8872645766800001	0.6338646110947838
ALL	0.8	0.020806663036346436	0.0013864953520457944	0.712508291500948	0.8681842489246054	0.5172341579205091
ALL	0.9	0.016793489456176758	0.0018821232035765591	0.46270617973420414	0.7916395364385587	0.1751314793515979
ALL	0.0	0.2148272943496704	0.027340919544221992	0.8233649247113017	0.922011643200726	0.689237183108164
ALL	0.1	0.16972326278686523	0.022246338328461873	0.8308858241447277	0.9214210098590645	0.7440854789283069
ALL	0.2	0.1349658989906311	0.013687907106604225	0.8303037154327803	0.9265946635986051	0.6715203239244193
ALL	0.3	0.08155923128128052	0.007418692826864192	0.8234131068561424	0.930287765890383	0.7292627653656212
ALL	0.4	0.05476247787475586	0.004635247863641542	0.8260309724101114	0.9152063915424913	0.670978652056091
ALL	0.5	0.03380479097366333	0.0030876800017752507	0.7942086831630019	0.9099452179237237	0.663390011073435
ALL	0.6	0.027971017360687255	0.0024036569695285405	0.7780804046854428	0.9074132433039775	0.6409989661533789
ALL	0.7	0.023636083602905273	0.0020045768062715973	0.7644883420952391	0.8872645766800001	0.6338646110947838
ALL	0.8	0.022345545291900637	0.001746925436122954	0.712508291500948	0.8681842489246054	0.5172341579205091
ALL	0.9	0.015097568035125733	0.001275767840800636	0.46270617973420414	0.7916395364385587	0.1751314793515979
ALL	0.0	0.21998109340667724	0.022437929594507945	0.8233649247113017	0.922011643200726	0.689237183108164
ALL	0.1	0.1493410611152649	0.015718537936697086	0.8308858241447277	0.9214210098590645	0.7440854789283069
ALL	0.2	0.10475236177444458	0.005068350467929727	0.8303037154327803	0.9265946635986051	0.6715203239244193
ALL	0.3	0.0746376895904541	0.003912093533407365	0.8234131068561424	0.930287765890383	0.7292627653656212
ALL	0.4	0.054088988304138184	0.002946081672871132	0.8260309724101114	0.9152063915424913	0.670978652056091
